InvoiceNo,InvoiceDate,CompanyName,NIP,ProductName,Category,Quantity,UnitPrice,Discount,Country,SalesRep
INV 11844,28.08.25,Firma Hurtowa 069,,Base One Clear 5kg,Żele,dziesięć,"120,00",0.05,PL,Jan Kowalski
INV 4434,09.06.25,Firma Hurtowa 017,,Base One Clear 5kg,Żele,dziesięć,11.31,,Polska,Anna Nowak
INV 7613,20-05-2025,Firma Hurtowa 077,3561616165,Primer Acid,Akcesoria,32,192.2,0.05,PL,J. Kowalski
INV 2811,2025-11-23,Firma Hurtowa 026,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0.1,Polska,Nowak Anna
INV 1585,09.08.25,Firma Hurtowa 016,8270916373,Primer Acid,Akcesoria,dziesięć,147.82,10%,poland,J. Kowalski
INV 1428,05.07.25,Firma Hurtowa 061,2938705926,Base One Clear 5kg,Żele,5,"120,00",10%,PL,J. Kowalski
INV 8155,15.05.25,Firma Hurtowa 065,,Base One Clear 5kg,Żele,dziesięć,"120,00",,PL,Nowak Anna
INV 423,20.02.25,Firma Hurtowa 078,,Cuticle Oil Mango,Pielęgnacja,13,"120,00",,Polska,Jan Kowalski
INV 262,16.07.25,Firma Hurtowa 032,7723758527,Base One Pink 5kg,Żele,dziesięć,"120,00",0.1,Polska,Jan Kowalski
INV 6552,17.10.25,Firma Hurtowa 062,7361694429,Cleaner UV,Akcesoria,,"120,00",,PL,Anna Nowak
INV 4440,11-06-2025,Firma Hurtowa 065,,Primer Acid,,,"120,00",0.05,poland,Nowak Anna
INV 3206,2025-06-27,Firma Hurtowa 034,7649747113,Cuticle Oil Mango,Pielęgnacja,,39.82,0.1,Polska,Nowak Anna
INV 3415,2025-02-15,Firma Hurtowa 013,,Base One Clear 5kg,Żele,32,42.56,0.1,PL,Nowak Anna
INV 4537,2025-04-25,Firma Hurtowa 067,7168592749,Base One Clear 5kg,Żele,dziesięć,"120,00",,PL,Nowak Anna
INV 2934,2025-10-30,Firma Hurtowa 093,1686424687,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,PL,Jan Kowalski
INV 8378,02-03-2025,Firma Hurtowa 021,,Cuticle Oil Mango,Pielęgnacja,34,"120,00",0,Polska,Jan Kowalski
INV 2535,14-07-2025,Firma Hurtowa 082,8478554045,Base One Clear 5kg,Żele,dziesięć,"120,00",0.05,Polska,Anna Nowak
INV 4828,2025-10-28,Firma Hurtowa 100,3587633856,Base One Clear 5kg,Żele,dziesięć,18.05,0.1,Polska,J. Kowalski
INV 357,26-01-2025,Firma Hurtowa 004,,Primer Acid,Akcesoria,1,"120,00",0.05,PL,Anna Nowak
INV 2420,2025-12-10,Firma Hurtowa 076,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,62.16,0.1,poland,Anna Nowak
INV 481,2025-05-13,Firma Hurtowa 035,,Primer Acid,,dziesięć,46.55,0.05,PL,Anna Nowak
INV 11444,27.04.25,Firma Hurtowa 086,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",10%,PL,J. Kowalski
INV 8531,2025-07-27,Firma Hurtowa 078,3615026299,Cleaner UV,,dziesięć,67.4,0.05,Polska,J. Kowalski
INV 6706,17-12-2025,Firma Hurtowa 060,,Cuticle Oil Mango,Pielęgnacja,,"120,00",,poland,Jan Kowalski
INV 3083,2025-07-21,Firma Hurtowa 039,8464645015,Cuticle Oil Mango,Pielęgnacja,dziesięć,168.26,0,PL,Nowak Anna
INV 8328,23-12-2025,Firma Hurtowa 097,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0.1,PL,J. Kowalski
INV 7467,25.09.25,Firma Hurtowa 005,,Cleaner UV,Akcesoria,5,112.71,10%,poland,Anna Nowak
INV 8426,09-03-2025,Firma Hurtowa 009,1300881748,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0.1,PL,Jan Kowalski
INV 6341,25-11-2025,Firma Hurtowa 002,,Cleaner UV,,39,17.95,0,poland,J. Kowalski
INV 5284,13-06-2025,Firma Hurtowa 078,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",10%,Polska,J. Kowalski
INV 7320,06-02-2025,Firma Hurtowa 091,8359596535,Base One Pink 5kg,Żele,dziesięć,"120,00",0.1,poland,Jan Kowalski
INV 8236,31.08.25,Firma Hurtowa 088,,Base One Pink 5kg,Żele,,"120,00",0.1,PL,J. Kowalski
INV 766,26-07-2025,Firma Hurtowa 009,,Base One Clear 5kg,Żele,12,"120,00",0,poland,J. Kowalski
INV 10252,20.06.25,Firma Hurtowa 002,,Primer Acid,Akcesoria,15,"120,00",10%,poland,Jan Kowalski
INV 11211,26-04-2025,Firma Hurtowa 005,,Cleaner UV,Akcesoria,dziesięć,"120,00",0.1,Polska,Anna Nowak
INV 6062,09.10.25,Firma Hurtowa 097,,Primer Acid,Akcesoria,dziesięć,"120,00",0.1,Polska,Nowak Anna
INV 5807,19-04-2025,Firma Hurtowa 037,,Primer Acid,Akcesoria,3,123.14,0,Polska,J. Kowalski
INV 7518,03.11.25,Firma Hurtowa 068,,Primer Acid,,dziesięć,"120,00",0,PL,Jan Kowalski
INV 1415,10-06-2025,Firma Hurtowa 055,9040069136,Cleaner UV,Akcesoria,,76.96,0,PL,Anna Nowak
INV 4952,2025-03-24,Firma Hurtowa 100,1790371966,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0,Polska,Anna Nowak
INV 1903,12-05-2025,Firma Hurtowa 012,,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,PL,Jan Kowalski
INV 3237,14.03.25,Firma Hurtowa 061,,Base One Clear 5kg,Żele,,"120,00",10%,poland,J. Kowalski
INV 2262,06-04-2025,Firma Hurtowa 067,,Flexy Hybrid Gel,,,"120,00",0.05,poland,Jan Kowalski
INV 5860,22-05-2025,Firma Hurtowa 058,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.05,poland,Anna Nowak
INV 6271,01.05.25,Firma Hurtowa 087,,Primer Acid,Akcesoria,33,107.49,0,poland,Jan Kowalski
INV 3840,2025-04-14,Firma Hurtowa 034,4734489835,Cuticle Oil Mango,Pielęgnacja,dziesięć,133.2,10%,PL,Nowak Anna
INV 10962,24.06.25,Firma Hurtowa 048,,Cleaner UV,Akcesoria,dziesięć,127.77,0.05,poland,J. Kowalski
INV 7693,2025-10-31,Firma Hurtowa 085,,Base One Clear 5kg,Żele,,"120,00",10%,PL,Nowak Anna
INV 7940,15-04-2025,Firma Hurtowa 063,,Cuticle Oil Mango,,,"120,00",0,poland,Anna Nowak
INV 5780,2025-03-09,Firma Hurtowa 021,,Cuticle Oil Mango,Pielęgnacja,,129.51,10%,poland,Anna Nowak
INV 5607,27-01-2025,Firma Hurtowa 007,,Flexy Hybrid Gel,,dziesięć,99.46,0,PL,Anna Nowak
INV 2383,11.07.25,Firma Hurtowa 043,,Flexy Hybrid Gel,Lakiery Hybrydowe,3,78.27,0.05,Polska,J. Kowalski
INV 4401,2025-04-07,Firma Hurtowa 085,,Cleaner UV,Akcesoria,dziesięć,"120,00",0.1,poland,Jan Kowalski
INV 7124,18-03-2025,Firma Hurtowa 095,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.1,PL,Nowak Anna
INV 9603,2025-07-15,Firma Hurtowa 082,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.05,Polska,Nowak Anna
INV 5882,22.02.25,Firma Hurtowa 082,,Base One Pink 5kg,Żele,dziesięć,194.51,,PL,Nowak Anna
INV 1867,07.07.25,Firma Hurtowa 064,,Base One Pink 5kg,Żele,8,173.72,10%,Polska,Nowak Anna
INV 6721,2025-03-20,Firma Hurtowa 087,,Primer Acid,Akcesoria,,"120,00",,PL,Jan Kowalski
INV 10139,2025-09-08,Firma Hurtowa 091,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0,PL,Nowak Anna
INV 2888,2025-08-14,Firma Hurtowa 043,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,29.02,0,poland,Nowak Anna
INV 4795,10-04-2025,Firma Hurtowa 097,9319944878,Base One Clear 5kg,Żele,dziesięć,165.0,10%,Polska,Jan Kowalski
INV 3482,2025-11-16,Firma Hurtowa 009,,Base One Clear 5kg,Żele,dziesięć,45.37,0.05,PL,J. Kowalski
INV 5867,24-04-2025,Firma Hurtowa 005,,Cuticle Oil Mango,Pielęgnacja,dziesięć,192.31,0,Polska,Anna Nowak
INV 7951,29.08.25,Firma Hurtowa 050,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0,PL,Anna Nowak
INV 2201,13-01-2025,Firma Hurtowa 094,9508870038,Primer Acid,Akcesoria,dziesięć,129.28,0,poland,J. Kowalski
INV 6253,04-02-2025,Firma Hurtowa 081,,Cuticle Oil Mango,Pielęgnacja,,"120,00",0,PL,Nowak Anna
INV 6915,24-04-2025,Firma Hurtowa 024,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0.05,poland,Jan Kowalski
INV 4152,10-10-2025,Firma Hurtowa 073,9985024094,Flexy Hybrid Gel,Lakiery Hybrydowe,27,"120,00",0.1,PL,Jan Kowalski
INV 4809,30.03.25,Firma Hurtowa 089,,Base One Clear 5kg,Żele,,"120,00",0.05,poland,Jan Kowalski
INV 9332,2025-03-11,Firma Hurtowa 077,,Base One Pink 5kg,,,28.88,0,Polska,Anna Nowak
INV 1164,01.01.25,Firma Hurtowa 027,,Base One Clear 5kg,Żele,,"120,00",0.1,poland,Jan Kowalski
INV 9565,30-11-2025,Firma Hurtowa 080,3756705036,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0.05,Polska,Nowak Anna
INV 8580,02.02.25,Firma Hurtowa 098,,Cleaner UV,Akcesoria,40,72.97,0.05,Polska,Nowak Anna
INV 7748,15.09.25,Firma Hurtowa 021,,Primer Acid,Akcesoria,dziesięć,"120,00",0,poland,Jan Kowalski
INV 8838,16.12.25,Firma Hurtowa 062,,Base One Clear 5kg,Żele,31,26.04,,poland,J. Kowalski
INV 6275,01.09.25,Firma Hurtowa 020,5550203352,Base One Pink 5kg,Żele,dziesięć,116.8,0.05,Polska,J. Kowalski
INV 11837,11.09.25,Firma Hurtowa 042,,Base One Pink 5kg,Żele,,"120,00",0,Polska,J. Kowalski
INV 8239,24-04-2025,Firma Hurtowa 053,,Cuticle Oil Mango,Pielęgnacja,19,"120,00",,PL,Anna Nowak
INV 2609,17.06.25,Firma Hurtowa 085,5896032495,Flexy Hybrid Gel,Lakiery Hybrydowe,15,189.17,0.05,PL,Nowak Anna
INV 1198,29.10.25,Firma Hurtowa 007,5699955147,Primer Acid,Akcesoria,10,13.04,0.1,PL,Jan Kowalski
INV 8660,20.10.25,Firma Hurtowa 090,,Cuticle Oil Mango,Pielęgnacja,,"120,00",10%,PL,Anna Nowak
INV 7508,31-05-2025,Firma Hurtowa 089,6878302170,Primer Acid,Akcesoria,3,143.38,0,poland,Nowak Anna
INV 2283,06.07.25,Firma Hurtowa 008,,Base One Clear 5kg,Żele,,158.81,0.1,Polska,J. Kowalski
INV 11859,02.12.25,Firma Hurtowa 099,2480332272,Primer Acid,Akcesoria,,58.0,0.1,poland,Anna Nowak
INV 3099,21-01-2025,Firma Hurtowa 094,,Primer Acid,Akcesoria,,30.94,10%,Polska,J. Kowalski
INV 602,2025-02-01,Firma Hurtowa 043,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",10%,PL,Nowak Anna
INV 8501,09.01.25,Firma Hurtowa 007,,Cleaner UV,Akcesoria,dziesięć,16.14,0.1,PL,J. Kowalski
INV 945,15-02-2025,Firma Hurtowa 062,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0.05,PL,J. Kowalski
INV 7300,2025-09-01,Firma Hurtowa 020,6347477454,Base One Pink 5kg,Żele,,"120,00",0.05,PL,J. Kowalski
INV 7295,08-10-2025,Firma Hurtowa 005,,Primer Acid,Akcesoria,,131.43,,PL,Anna Nowak
INV 1892,21.03.25,Firma Hurtowa 037,,Primer Acid,,,"120,00",0.1,PL,J. Kowalski
INV 2068,05.07.25,Firma Hurtowa 026,,Flexy Hybrid Gel,Lakiery Hybrydowe,25,"120,00",0,poland,Nowak Anna
INV 4562,2025-12-02,Firma Hurtowa 081,,Base One Clear 5kg,Żele,dziesięć,37.49,,Polska,Jan Kowalski
INV 4340,2025-08-22,Firma Hurtowa 088,2113798331,Primer Acid,Akcesoria,29,"120,00",0.05,poland,Anna Nowak
INV 6091,10.09.25,Firma Hurtowa 011,9686853027,Cleaner UV,Akcesoria,,78.5,0.05,PL,Nowak Anna
INV 1750,11-11-2025,Firma Hurtowa 083,8791094465,Base One Clear 5kg,Żele,45,"120,00",,poland,Jan Kowalski
INV 10023,20.04.25,Firma Hurtowa 001,7186085197,Base One Pink 5kg,,,181.17,0,Polska,Anna Nowak
INV 2281,17-04-2025,Firma Hurtowa 064,4580340686,Cuticle Oil Mango,,,"120,00",0,poland,Nowak Anna
INV 9656,11.02.25,Firma Hurtowa 019,8080162063,Flexy Hybrid Gel,Lakiery Hybrydowe,,99.14,0.05,PL,Nowak Anna
INV 7852,14-07-2025,Firma Hurtowa 032,,Base One Pink 5kg,,3,"120,00",0.05,PL,J. Kowalski
INV 7332,24-03-2025,Firma Hurtowa 082,,Base One Clear 5kg,Żele,17,71.48,0,Polska,Anna Nowak
INV 289,17.06.25,Firma Hurtowa 098,,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,poland,J. Kowalski
INV 4551,23-03-2025,Firma Hurtowa 036,,Base One Clear 5kg,Żele,15,96.78,0.05,PL,Anna Nowak
INV 8093,2025-11-04,Firma Hurtowa 049,1659108539,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,54.03,10%,poland,Anna Nowak
INV 8241,02-09-2025,Firma Hurtowa 009,3126992605,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",,poland,J. Kowalski
INV 7242,2025-03-09,Firma Hurtowa 058,,Primer Acid,Akcesoria,dziesięć,34.27,10%,Polska,Nowak Anna
INV 3741,17.03.25,Firma Hurtowa 007,,Base One Pink 5kg,Żele,,154.8,,poland,Nowak Anna
INV 2729,26-03-2025,Firma Hurtowa 028,2199761742,Base One Clear 5kg,Żele,dziesięć,"120,00",0.1,PL,Nowak Anna
INV 1937,2025-11-02,Firma Hurtowa 096,7567897317,Primer Acid,Akcesoria,48,"120,00",10%,PL,Anna Nowak
INV 5194,08.04.25,Firma Hurtowa 033,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0,poland,Nowak Anna
INV 5343,2025-03-22,Firma Hurtowa 045,,Flexy Hybrid Gel,Lakiery Hybrydowe,46,"120,00",0.1,PL,Anna Nowak
INV 3303,01-12-2025,Firma Hurtowa 001,,Primer Acid,Akcesoria,dziesięć,33.49,10%,PL,Anna Nowak
INV 3454,12.07.25,Firma Hurtowa 047,,Cleaner UV,Akcesoria,45,169.77,0,poland,Nowak Anna
INV 4279,2025-07-14,Firma Hurtowa 018,,Cleaner UV,Akcesoria,12,177.76,10%,PL,Jan Kowalski
INV 6120,2025-07-05,Firma Hurtowa 096,,Cuticle Oil Mango,Pielęgnacja,,194.53,10%,Polska,Nowak Anna
INV 8237,2025-05-23,Firma Hurtowa 086,,Primer Acid,Akcesoria,27,195.96,0,poland,Jan Kowalski
INV 8573,2025-07-10,Firma Hurtowa 095,,Primer Acid,,dziesięć,"120,00",0.05,Polska,Jan Kowalski
INV 2883,26.06.25,Firma Hurtowa 065,,Base One Clear 5kg,Żele,dziesięć,"120,00",0.05,poland,J. Kowalski
INV 4443,04-01-2025,Firma Hurtowa 031,,Base One Clear 5kg,Żele,20,99.09,0.05,PL,Jan Kowalski
INV 3654,28-10-2025,Firma Hurtowa 029,,Base One Pink 5kg,Żele,dziesięć,123.48,0,poland,Anna Nowak
INV 3381,18-10-2025,Firma Hurtowa 037,,Base One Pink 5kg,Żele,43,"120,00",10%,Polska,Jan Kowalski
INV 27,19-10-2025,Firma Hurtowa 094,,Flexy Hybrid Gel,Lakiery Hybrydowe,,79.43,,Polska,Nowak Anna
INV 5680,10-03-2025,Firma Hurtowa 093,8883316446,Cleaner UV,Akcesoria,30,"120,00",0.05,Polska,Jan Kowalski
INV 9971,2025-10-13,Firma Hurtowa 032,,Primer Acid,Akcesoria,dziesięć,70.38,0.05,PL,Nowak Anna
INV 5534,2025-10-31,Firma Hurtowa 058,,Base One Clear 5kg,Żele,dziesięć,171.19,0,Polska,Anna Nowak
INV 7721,16-04-2025,Firma Hurtowa 028,,Base One Clear 5kg,Żele,dziesięć,"120,00",10%,PL,J. Kowalski
INV 2313,20.03.25,Firma Hurtowa 006,,Cuticle Oil Mango,Pielęgnacja,,"120,00",0.05,Polska,Anna Nowak
INV 1950,24-03-2025,Firma Hurtowa 053,,Cuticle Oil Mango,Pielęgnacja,dziesięć,108.78,0.1,poland,Jan Kowalski
INV 10181,03-09-2025,Firma Hurtowa 042,,Base One Pink 5kg,Żele,24,186.72,10%,Polska,J. Kowalski
INV 5123,2025-03-07,Firma Hurtowa 064,,Cuticle Oil Mango,Pielęgnacja,17,161.64,0.1,poland,Jan Kowalski
INV 348,29.07.25,Firma Hurtowa 020,,Base One Pink 5kg,Żele,,"120,00",0.1,poland,J. Kowalski
INV 8970,20-06-2025,Firma Hurtowa 035,,Primer Acid,Akcesoria,25,"120,00",0,PL,Anna Nowak
INV 1818,02-07-2025,Firma Hurtowa 048,,Primer Acid,Akcesoria,44,"120,00",10%,poland,Jan Kowalski
INV 7689,2025-03-21,Firma Hurtowa 096,8059669611,Base One Pink 5kg,Żele,,44.18,10%,Polska,Jan Kowalski
INV 4644,2025-11-22,Firma Hurtowa 066,,Flexy Hybrid Gel,Lakiery Hybrydowe,30,151.65,0.1,Polska,J. Kowalski
INV 2062,16-06-2025,Firma Hurtowa 020,,Primer Acid,Akcesoria,dziesięć,"120,00",,poland,J. Kowalski
INV 3145,24-12-2025,Firma Hurtowa 037,7716485219,Cuticle Oil Mango,Pielęgnacja,,141.97,0.1,poland,Anna Nowak
INV 4485,2025-10-18,Firma Hurtowa 087,,Base One Clear 5kg,Żele,,39.71,0.1,poland,Nowak Anna
INV 11406,2025-02-17,Firma Hurtowa 064,,Cleaner UV,Akcesoria,dziesięć,128.52,0.05,poland,Nowak Anna
INV 10551,20.07.25,Firma Hurtowa 049,,Base One Clear 5kg,Żele,dziesięć,"120,00",0.05,Polska,Anna Nowak
INV 6744,28-09-2025,Firma Hurtowa 094,,Base One Clear 5kg,Żele,dziesięć,165.76,,poland,J. Kowalski
INV 1512,11.02.25,Firma Hurtowa 038,5855636203,Base One Clear 5kg,Żele,47,"120,00",0,poland,Jan Kowalski
INV 11085,2025-09-02,Firma Hurtowa 083,,Primer Acid,,,"120,00",10%,Polska,Jan Kowalski
INV 1872,12.03.25,Firma Hurtowa 037,,Base One Pink 5kg,Żele,dziesięć,"120,00",0.1,PL,Anna Nowak
INV 11927,25.06.25,Firma Hurtowa 045,,Primer Acid,Akcesoria,,112.08,0,Polska,Nowak Anna
INV 8254,21.04.25,Firma Hurtowa 064,3142907813,Base One Pink 5kg,,,"120,00",10%,poland,Anna Nowak
INV 1339,18.03.25,Firma Hurtowa 032,,Base One Pink 5kg,Żele,dziesięć,114.35,0,poland,Jan Kowalski
INV 4532,2025-11-10,Firma Hurtowa 011,8864406769,Flexy Hybrid Gel,Lakiery Hybrydowe,46,"120,00",0.05,poland,Anna Nowak
INV 6088,2025-04-03,Firma Hurtowa 010,5121490834,Cleaner UV,Akcesoria,dziesięć,"120,00",,PL,Jan Kowalski
INV 4742,20.12.25,Firma Hurtowa 004,,Base One Pink 5kg,Żele,,22.87,0.1,Polska,Anna Nowak
INV 2888,13.06.25,Firma Hurtowa 045,,Base One Pink 5kg,Żele,33,129.76,0.1,poland,Anna Nowak
INV 8710,18.04.25,Firma Hurtowa 060,,Base One Clear 5kg,Żele,8,"120,00",0,poland,Nowak Anna
INV 577,2025-05-15,Firma Hurtowa 078,,Base One Pink 5kg,Żele,dziesięć,192.76,0,poland,Anna Nowak
INV 4992,2025-07-09,Firma Hurtowa 051,,Cuticle Oil Mango,Pielęgnacja,,58.06,0.05,PL,Anna Nowak
INV 8807,27-07-2025,Firma Hurtowa 076,3221311278,Base One Clear 5kg,Żele,dziesięć,"120,00",0,Polska,J. Kowalski
INV 6169,02.03.25,Firma Hurtowa 096,,Primer Acid,Akcesoria,42,70.09,0.05,poland,J. Kowalski
INV 11231,18.11.25,Firma Hurtowa 070,,Base One Clear 5kg,Żele,21,146.82,,Polska,Anna Nowak
INV 1046,12-03-2025,Firma Hurtowa 011,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0.1,poland,J. Kowalski
INV 7742,08-11-2025,Firma Hurtowa 033,,Base One Clear 5kg,,11,"120,00",0.05,Polska,J. Kowalski
INV 3200,13.06.25,Firma Hurtowa 026,,Base One Clear 5kg,Żele,,174.59,0.05,Polska,Anna Nowak
INV 459,20.11.25,Firma Hurtowa 023,,Primer Acid,Akcesoria,4,"120,00",10%,poland,Nowak Anna
INV 1156,03-01-2025,Firma Hurtowa 007,,Base One Clear 5kg,Żele,14,148.09,0.05,Polska,J. Kowalski
INV 1095,14.05.25,Firma Hurtowa 012,1540889482,Primer Acid,Akcesoria,,161.44,,PL,J. Kowalski
INV 2573,2025-01-24,Firma Hurtowa 066,1115562980,Base One Pink 5kg,Żele,,133.58,0.05,Polska,Anna Nowak
INV 3446,04-10-2025,Firma Hurtowa 029,9113289279,Base One Pink 5kg,Żele,41,165.41,0.05,PL,Nowak Anna
INV 3050,15.05.25,Firma Hurtowa 049,9702826618,Primer Acid,Akcesoria,32,176.29,0.05,Polska,Jan Kowalski
INV 11661,2025-03-12,Firma Hurtowa 088,,Cleaner UV,Akcesoria,5,"120,00",10%,PL,Nowak Anna
INV 9585,31-07-2025,Firma Hurtowa 034,9977833563,Primer Acid,Akcesoria,4,110.09,10%,poland,Jan Kowalski
INV 2686,2025-12-09,Firma Hurtowa 047,,Base One Pink 5kg,Żele,36,"120,00",0,PL,J. Kowalski
INV 4378,03.12.25,Firma Hurtowa 098,8040429902,Cuticle Oil Mango,,20,181.73,0.05,PL,J. Kowalski
INV 7240,2025-01-22,Firma Hurtowa 046,,Primer Acid,Akcesoria,34,65.23,10%,Polska,Jan Kowalski
INV 6130,15.05.25,Firma Hurtowa 014,,Cuticle Oil Mango,Pielęgnacja,,"120,00",0.05,Polska,J. Kowalski
INV 213,26.10.25,Firma Hurtowa 087,6035584374,Cuticle Oil Mango,Pielęgnacja,43,"120,00",0.1,poland,Jan Kowalski
INV 80,26.12.25,Firma Hurtowa 003,,Cuticle Oil Mango,Pielęgnacja,31,"120,00",0.05,Polska,Anna Nowak
INV 8205,21.07.25,Firma Hurtowa 074,,Cleaner UV,Akcesoria,dziesięć,"120,00",,Polska,Jan Kowalski
INV 5626,27-03-2025,Firma Hurtowa 098,3162920000,Base One Clear 5kg,Żele,,92.49,0,PL,Anna Nowak
INV 8109,03-03-2025,Firma Hurtowa 054,,Primer Acid,Akcesoria,47,84.49,10%,poland,Nowak Anna
INV 11395,31.10.25,Firma Hurtowa 068,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0.1,PL,Nowak Anna
INV 4312,28-11-2025,Firma Hurtowa 066,,Primer Acid,Akcesoria,dziesięć,191.28,10%,poland,J. Kowalski
INV 5808,13-04-2025,Firma Hurtowa 020,7359603047,Cleaner UV,Akcesoria,,"120,00",10%,Polska,Nowak Anna
INV 842,04.12.25,Firma Hurtowa 094,5200468801,Primer Acid,Akcesoria,47,196.08,10%,PL,J. Kowalski
INV 10388,2025-12-23,Firma Hurtowa 001,7543517024,Cuticle Oil Mango,Pielęgnacja,9,"120,00",0.1,Polska,Nowak Anna
INV 2162,2025-12-18,Firma Hurtowa 058,3415222527,Flexy Hybrid Gel,Lakiery Hybrydowe,,73.64,0.05,poland,J. Kowalski
INV 8856,10.02.25,Firma Hurtowa 023,,Base One Clear 5kg,Żele,,"120,00",0.1,poland,Anna Nowak
INV 10281,14.11.25,Firma Hurtowa 037,,Cleaner UV,Akcesoria,dziesięć,193.78,10%,poland,Nowak Anna
INV 5256,24.08.25,Firma Hurtowa 074,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0.1,PL,J. Kowalski
INV 3402,23-07-2025,Firma Hurtowa 058,,Base One Pink 5kg,Żele,dziesięć,"120,00",10%,poland,Nowak Anna
INV 2975,29.03.25,Firma Hurtowa 049,3454233332,Base One Pink 5kg,Żele,dziesięć,149.84,,PL,Nowak Anna
INV 9997,2025-10-20,Firma Hurtowa 029,,Base One Pink 5kg,Żele,,184.7,0.1,PL,Jan Kowalski
INV 2817,03.10.25,Firma Hurtowa 057,7324182176,Cuticle Oil Mango,Pielęgnacja,,146.04,0.1,Polska,J. Kowalski
INV 167,22-01-2025,Firma Hurtowa 090,,Base One Pink 5kg,Żele,dziesięć,149.98,,PL,Nowak Anna
INV 2989,25-03-2025,Firma Hurtowa 007,,Primer Acid,Akcesoria,,99.86,0.05,poland,J. Kowalski
INV 8479,20-04-2025,Firma Hurtowa 051,,Primer Acid,Akcesoria,22,71.03,0.1,Polska,Nowak Anna
INV 9074,14.02.25,Firma Hurtowa 038,,Cleaner UV,Akcesoria,,151.9,0,PL,J. Kowalski
INV 438,17.05.25,Firma Hurtowa 099,,Primer Acid,Akcesoria,dziesięć,169.86,0,Polska,J. Kowalski
INV 1854,10.02.25,Firma Hurtowa 086,,Primer Acid,Akcesoria,,99.14,0.05,PL,J. Kowalski
INV 4047,03.10.25,Firma Hurtowa 042,4438199664,Cleaner UV,Akcesoria,dziesięć,27.5,0.05,PL,J. Kowalski
INV 7417,2025-05-28,Firma Hurtowa 056,,Primer Acid,Akcesoria,,"120,00",0.05,Polska,J. Kowalski
INV 2316,2025-11-16,Firma Hurtowa 039,,Cuticle Oil Mango,Pielęgnacja,,"120,00",0,Polska,J. Kowalski
INV 8306,21.05.25,Firma Hurtowa 058,,Base One Clear 5kg,Żele,11,115.94,,Polska,Nowak Anna
INV 8355,05.11.25,Firma Hurtowa 039,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,176.37,0,PL,Jan Kowalski
INV 4434,07.04.25,Firma Hurtowa 006,,Primer Acid,Akcesoria,,"120,00",10%,Polska,Nowak Anna
INV 8956,2025-12-26,Firma Hurtowa 038,,Flexy Hybrid Gel,Lakiery Hybrydowe,1,61.89,,poland,Jan Kowalski
INV 6040,2025-08-05,Firma Hurtowa 014,,Base One Clear 5kg,Żele,,"120,00",0.1,Polska,J. Kowalski
INV 147,2025-08-17,Firma Hurtowa 015,,Primer Acid,,,"120,00",0.05,Polska,Jan Kowalski
INV 1009,26.02.25,Firma Hurtowa 043,,Base One Pink 5kg,Żele,dziesięć,69.4,0.05,PL,Anna Nowak
INV 10179,2025-09-07,Firma Hurtowa 017,,Cuticle Oil Mango,Pielęgnacja,dziesięć,85.53,0.1,Polska,J. Kowalski
INV 7873,2025-12-18,Firma Hurtowa 027,,Primer Acid,Akcesoria,9,101.54,0.05,Polska,Jan Kowalski
INV 10145,10-05-2025,Firma Hurtowa 068,,Flexy Hybrid Gel,,27,"120,00",,PL,Jan Kowalski
INV 10998,21-10-2025,Firma Hurtowa 030,,Cuticle Oil Mango,,,"120,00",,Polska,Nowak Anna
INV 3018,02-08-2025,Firma Hurtowa 095,8385404277,Base One Clear 5kg,Żele,dziesięć,"120,00",0.05,poland,Anna Nowak
INV 4698,2025-07-21,Firma Hurtowa 064,,Cleaner UV,Akcesoria,,"120,00",,Polska,Jan Kowalski
